popularity,budget,revenue,original_title,director,keywords,runtime,genres,production_companies,release_date,vote_average,release_year
2.571099,75000000,691210692,The Hunger Games,Gary Ross,hallucination|dystopia|female protagonist|bow and arrow|knife throwing,142,Science Fiction|Adventure|Fantasy,Lionsgate|Color Force,3/12/12,6.7,2012
2.570101,125000000,198802074,Total Recall,Len Wiseman,secret agent|dystopia|remake|machine gun|resistance fighter,121,Action|Science Fiction|Adventure|Thriller,Columbia Pictures,8/2/12,5.8,2012
2.478372,102000000,130482868,Cloud Atlas,Lilly Wachowski|Lana Wachowski|Tom Tykwer,clone|future|dystopia|ensemble cast|duringcreditsstinger,172,Drama|Science Fiction,Anarchos Productions|X-Filme Creative Pool|Ascension Pictures|ARD Degeto Film|Cloud Atlas Productions,10/26/12,6.5,2012
2.415046,100000000,312573423,The Expendables 2,Simon West,number in title|plane crash|violence|beard|ensemble cast,103,Action|Adventure|Thriller,Nu Image Films|Millennium Films,8/8/12,6.0,2012
2.406976,45000000,376141306,Taken 2,Olivier Megaton,kidnapping|police chase|bag over head|fbi agent|teenage daughter,91,Action|Thriller|Crime|Drama,Twentieth Century Fox Film Corporation|M6 Films|Canal+|Grive Productions|EuropaCorp,9/27/12,6.0,2012
2.092701,150000000,245527149,Dark Shadows,Tim Burton,witch|imprisonment|vampire|curse|fish out of water,113,Comedy|Fantasy,Village Roadshow Pictures|Infinitum Nihil|GK Films|Warner Bros.|Tim Burton Productions,5/8/12,5.6,2012
2.046884,13000000,33400000,The Perks of Being a Wallflower,Stephen Chbosky,shyness|secret|kiss|freshman|coming of age,102,Drama|Romance,Summit Entertainment|Mr. Mudd Production,9/20/12,7.6,2012
2.003232,44500000,232324128,Argo,Ben Affleck,cia|wife husband relationship|document|revolution|hiding place,120,Drama|Thriller,GK Films|Warner Bros.|Smokehouse Pictures,10/11/12,7.0,2012
1.979531,50000000,234989584,American Reunion,Jon Hurwitz|Hayden Schlossberg,wife husband relationship|lesbian kiss|sequel|family reunion|masturbation,113,Comedy,Universal Pictures,4/4/12,6.0,2012
1.974672,7000000,167221571,Magic Mike,Steven Soderbergh,dancing|male stripper|novice,110,Drama|Comedy,Nick Wechsler Productions|Extension 765,6/28/12,6.1,2012
1.832955,30000000,66486080,The Cabin in the Woods,Drew Goddard,cabin|plot twist|cabin in the woods|filmed killing|video wall,95,Horror|Thriller,Lionsgate|Mutant Enemy Productions,4/12/12,6.5,2012
1.832434,145000000,306941670,Rise of the Guardians,Peter Ramsey,dream|santa claus|nightmare|easter bunny|tooth fairy,97,Fantasy|Animation|Family,DreamWorks Animation,11/21/12,6.9,2012
1.821562,30000000,196114570,The Vow,Michael Sucsy,coma|amnesia|based on true story|memory loss|car accident,104,Drama|Romance,Spyglass Entertainment|Screen Gems,2/5/12,6.9,2012
1.814197,79000000,355692760,Journey 2: The Mysterious Island,Brad Peyton,mission|mysterious island|missing person|duringcreditsstinger|3d,94,Adventure|Action|Science Fiction,New Line Cinema|Contrafilm|Walden Media,1/19/12,5.8,2012
1.774202,12500000,1353868,The Paperboy,Lee Daniels,everglades|reporter|newspaper man|pantyhose|gay lead character,107,Thriller,Lee Daniels Entertainment|Nu Image Films|Benaroya Pictures|Millennium Films,9/14/12,5.4,2012
1.76105,30000000,40346186,Safe,Boaz Yakin,broken trachea,94,Action|Crime|Thriller,Lawrence Bender Productions|IM Global|Automatik Entertainment|Trigger Street Productions|87Eleven,4/16/12,6.2,2012
1.73616,69000000,112265139,Abraham Lincoln: Vampire Hunter,Timur Bekmambetov,u.s. president|vampire|steam locomotive|american civil war|19th century,94,Action|Horror|Fantasy,Bazelevs Production|Tim Burton Productions|Abraham Productions|Location Gourmet,6/20/12,5.5,2012
1.686513,3500000,0,"Batman: The Dark Knight Returns, Part 1",Jay Oliva,future|based on graphic novel|dystopic future|super powers,76,Action|Animation,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment,9/6/12,7.6,2012
1.682769,70000000,348840316,The Lorax,Chris Renaud|Kyle Balda,tree|based on a children's book|walled city|reforestation|tree cutting,86,Animation|Family,Universal Pictures|Illumination Entertainment,3/1/12,6.3,2012
1.661091,16000000,68263166,Moonrise Kingdom,Wes Anderson,erection|new england|first love|eye patch|search party,94,Comedy|Drama|Romance,Scott Rudin Productions|Indian Paintbrush|American Empirical Pictures|Moonrise,5/16/12,7.6,2012
1.658902,0,0,Starship Troopers: Invasion,Shinji Aramaki,starships|space marine|cgi animation|marauder|adult animation,89,Animation|Action|Science Fiction,Sola Digital Arts|Stage 6 Films,7/21/12,5.6,2012
1.653924,50000000,41037742,Dredd,Pete Travis,usa|corruption|crime fighter|judge|metropolis,95,Action|Science Fiction,DNA Films|Reliance BIG Entertainment|IM Global|Rena Film|Peach Trees,9/7/12,6.5,2012
1.630455,209000000,303025485,Battleship,Peter Berg,fight|mind reading|hong kong|soccer|scientist,131,Thriller|Action|Adventure|Science Fiction,Universal Pictures|Hasbro|Bluegrass Films|Film 44,4/11/12,5.5,2012
1.618259,11000000,0,LOL,Lisa Azuelos,coming of age|mother daughter relationship|teen movie|teenager|based on film,97,Drama|Comedy|Romance,Double Feature Films|Mandate Pictures|PIC Agency|Lol Productions,2/10/12,5.8,2012
1.61544,0,0,Secret of the Wings,Roberts Gannaway|Peggy Holmes,winter|fairy tale|cold|scene during end credits|separation,92,Animation|Family|Fantasy|Adventure,DisneyToon Studios|Walt Disney Animation Studios|Prana Animation Studios,8/17/12,6.5,2012
1.612069,65000000,0,This Means War,McG,love triangle|friendship|dating|sushi bar|exploding airplane,103,Action|Comedy|Romance,Overbrook Films|Robert Simonds Productions,2/14/12,5.9,2012
1.608797,61000000,441809770,Les MisÃ©rables,Tom Hooper,france|robbery|brothel|mayor|star,157,Drama|Music|Romance,Universal Pictures|Relativity Media|CAMERON MACKINTOSH|Working Title Films,12/18/12,7.0,2012
1.606999,85000000,183018522,Mirror Mirror,Tarsem Singh,attempted murder|fairy tale|black magic|cockroach|villainess,106,Adventure|Fantasy|Drama|Comedy|Science Fiction,Relativity Media|Misher Films|Yucaipa Films|Goldmann Pictures|Rat Entertainment,3/15/12,5.4,2012
1.588457,260000000,284139100,John Carter,Andrew Stanton,based on novel|mars|medaillon|cave|future,132,Action|Adventure|Fantasy|Science Fiction,Walt Disney Pictures,3/7/12,6.0,2012
1.58709,30000000,47042000,Looper,Rian Johnson,suicide|female nudity|assassin|wife husband relationship|gold,118,Action|Thriller|Science Fiction,Endgame Entertainment|FilmDistrict|DMG Entertainment|Ram Bergman Productions,9/26/12,6.5,2012
1.586368,120000000,829000000,The Twilight Saga: Breaking Dawn - Part 2,Bill Condon,vampire|romance|villainess|super strength|male vampire,115,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Sunswept Entertainment|Temple Hill Entertainment,11/13/12,6.1,2012
1.554441,40000000,132820716,Zero Dark Thirty,Kathryn Bigelow,assassination|cia|hotel|terrorist|prisoner,157,Thriller|Drama|History,Columbia Pictures|Annapurna Pictures|First Light Production,12/19/12,6.5,2012
1.517201,23000000,33372606,Haywire,Steven Soderbergh,mercenary|secret agent|rescue|foot chase|spanish,93,Thriller,Irish Film Board|Relativity Media,1/18/12,5.5,2012
1.507337,150000000,301000000,Wrath of the Titans,Jonathan Liebesman,underworld|hades|mythology|greek mythology|zeus,99,Adventure,"Legendary Pictures|Thunder Road Pictures|Warner Bros.|Cott Productions|Furia de Titanes II, A.I.E.",3/27/12,5.5,2012
1.496861,33000000,140470746,Step Up Revolution,Scott Speer,flash mob|dance instructor|real estate development|nike|dance company,99,Music|Drama|Romance,Summit Entertainment,7/26/12,6.6,2012
1.459325,15000000,145000000,Chronicle,Josh Trank,telekinesis|group|student|teenager|superpower,84,Science Fiction|Drama|Thriller,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Adam Schroeder Productions,2/1/12,6.5,2012
1.436895,12000000,81272766,Act of Valor,Mike McCoy|Scott Waugh,submarine|navy|scuba diving|heroism|navy seal,110,Action|Thriller|War,Relativity Media|Bandito Brothers,2/24/12,6.3,2012
1.418764,85000000,358375603,Hotel Transylvania,Genndy Tartakovsky,witch|magic|mummy|dracula|skeleton,91,Animation|Comedy|Family|Fantasy,Columbia Pictures|Sony Pictures Animation,9/20/12,6.7,2012
1.3743,3000000,77712439,Sinister,Scott Derrickson,drowning|pennsylvania|child murderer|car set on fire|murder,110,Horror|Thriller|Mystery,Alliance Films|Blumhouse Productions|IM Global|Automatik Entertainment|Possessed Pictures,3/29/12,6.7,2012
1.361148,0,73100172,Here Comes the Boom,Frank Coraci,high school teacher|prize money|physics teacher|fighting movie|budget cutting,105,Action|Comedy,Columbia Pictures|Happy Madison Productions|Broken Road Productions,10/11/12,6.1,2012
1.345091,7000000,48126384,End of Watch,David Ayer,los angeles|bullet proof vest|u.s. marine|medal of valor|police sergeant,109,Crime|Drama|Thriller,Emmett/Furla Films|Exclusive Media Group|Hedge Fund Film Partners|Crave Films|Knightsbridge Entertainment,9/20/12,7.1,2012
1.327062,0,68929150,Anna Karenina,Joe Wright,based on novel|high society|imperial russia|saint petersburg|tragic death,130,Drama|Romance,Universal Pictures|Focus Features|Working Title Films,9/6/12,6.4,2012
1.312488,65000000,275293450,Lincoln,Steven Spielberg,u.s. president|speech|death of a child|battlefield|title spoken by character,149,Drama|War,DreamWorks|Amblin Entertainment|Twentieth Century Fox Film Corporation|Dune Entertainment|The Kennedy/Marshall Company,11/9/12,6.6,2012
1.306241,40000000,79700000,What to Expect When You're Expecting,Kirk Jones,based on novel|adoption|pregnant|miscarriage|expectant father,110,Romance|Comedy|Drama,Alcon Entertainment|Lionsgate|Phoenix Pictures|What to Expect Productions,5/17/12,5.7,2012
1.291798,65000000,179379533,The Dictator,Larry Charles,kurdish,83,Comedy,Paramount Pictures,5/15/12,5.9,2012
1.272901,7500000,8135031,Iron Sky,Timo Vuorensola,charlie chaplin,93,Action|Comedy|Science Fiction,Blind Spot Pictures Oy|27 Films Production|New Holland Pictures,3/10/12,5.5,2012
1.272721,25000000,99357138,The Lucky One,Scott Hicks,based on novel|wife husband relationship|photo|kennel|playing chess,101,Drama|Romance,Village Roadshow Pictures|DiNovi Pictures|Warner Bros.|Langley Park Production,4/19/12,6.8,2012
1.270174,12000000,100000000,Project X,Nima Nourizadeh,vandalism|swimming pool|party|teen movie|teenager,88,Comedy|Crime,Silver Pictures|Green Hat Films,3/1/12,6.5,2012
1.252392,25000000,63100000,Contraband,Baltasar KormÃ¡kur,head wound|criminal|security guard|contraband,109,Thriller|Action|Drama|Crime,Universal Pictures|StudioCanal|Relativity Media|Leverage Management|Closest to the Hole Productions,1/12/12,6.1,2012
1.243778,0,81071,Stuck in Love,Josh Boone,love|independent film|relationship|family|novelist,97,Drama|Comedy,Informant Media|MICA Entertainment|Troy Entertainment,9/9/12,7.2,2012
1.204406,145000000,746921274,Madagascar 3: Europe's Most Wanted,Eric Darnell|Tom McGrath|Conrad Vernon,madagascar|3d,93,Animation|Family,DreamWorks Animation,6/6/12,6.4,2012
1.182679,0,0,Paperman,John Kahrs,train station|skyscraper|black and white|paper airplane|office romance,7,Animation|Family|Romance,Disney,11/2/12,8.0,2012
1.178045,26000000,53676580,Lawless,John Hillcoat,based on novel|prohibition|brother|bootlegging|1930s,115,Crime|Drama,The Weinstein Company|Benaroya Pictures|Yucaipa Films|Annapurna Pictures|Pie Films Inc.,8/29/12,6.7,2012
1.172885,0,18100189,Gone,Heitor Dhalia,waitress|sister sister relationship|kidnapping|police investigation|reference to justin bieber,94,Drama|Thriller,Lakeshore Entertainment|Summit Entertainment|Sidney Kimmel Entertainment,2/23/12,6.0,2012
1.169815,26000000,29657751,The Raven,James McTeigue,poison|blackmail|masked ball|historical figure|buried alive,111,Thriller,Relativity Media,3/9/12,6.0,2012
1.161624,75000000,59418613,Rock of Ages,Adam Shankman,musical|rocker|teen|young love|rock sta,123,Comedy|Drama|Music|Romance,New Line Cinema|Corner Store Entertainment,6/13/12,5.9,2012
1.157127,35000000,2106557,Stolen,Simon West,taxi driver|thief|fbi agent,96,Action|Crime|Drama|Thriller,Saturn Films|Nu Image Films|Millennium Films,5/17/12,5.1,2012
1.140874,0,0,Gambit,Michael Hoffman,caper|heist|black comedy|con,89,Comedy|Crime,CBS Films|FilmNation Entertainment|Crime Scene Pictures|Michael Lobell Productions|ArtPhyl,11/7/12,4.9,2012
1.119628,0,0,Chasing Mavericks,Curtis Hanson|Michael Apted,sport|santa cruz california,117,Drama,Fox 2000 Pictures|Walden Media,10/25/12,7.0,2012
1.116305,68000000,68267862,The Watch,Akiva Schaffer,usa|sterility|castration|marriage|friendship,98,Comedy,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,7/26/12,5.3,2012
1.113113,60000000,118338361,The Pirates! In an Adventure with Scientists!,Peter Lord|Jeff Newitt,stop motion animation|rivalry|pirate|aftercreditsstinger|duringcreditsstinger,88,Animation|Adventure|Family|Comedy,Columbia Pictures|Aardman Animations|Sony Pictures Animation,3/12/12,6.4,2012
1.106899,32000000,28258060,The Master,Paul Thomas Anderson,post traumatic stress  disorder|sexual obsession|postwar period|drifter|alcoholic,137,Drama,Ghoulardi Film Company|The Weinstein Company|Annapurna Pictures,9/7/12,6.8,2012
1.09675599999999,25000000,0,The Factory,Morgan O'Neill,betrayal|kidnapping|serial killer|police detective|psychotic villain,108,Crime|Thriller|Mystery,StudioCanal|Dark Castle Entertainment|Silver Pictures,10/19/12,5.5,2012
1.095479,30000000,53909751,The Five-Year Engagement,Nicholas Stoller,sex|san francisco|restaurant|frustration|chase,124,Comedy,Universal Pictures|Dentsu|Relativity Media|Apatow Productions|Stoller Global Solutions,4/27/12,5.6,2012
1.09533899999999,35000000,88058786,This Is 40,Judd Apatow,family relationships|claim in title|singing in a car|duringcreditsstinger|real life mother and daughter playing mother and daughter,134,Comedy,Apatow Productions,12/20/12,5.5,2012
1.068764,20000000,32204030,Lockout,Stephen St. Leger|James Mather,u.s. president|anti hero|dementia|future|space,95,Action|Thriller|Science Fiction,Canal+|EuropaCorp|CinÃ©+,4/12/12,5.8,2012
1.055188,35000000,24159934,Wanderlust,David Wain,hippie|commune|nudism|nude protest|aftercreditsstinger,98,Comedy,Relativity Media|Apatow Productions|A Hot Dog,2/24/12,5.2,2012
1.049943,17000000,127730736,The Woman in Black,James Watkins,london|secret|remake|revenge|lawyer,95,Drama|Horror|Thriller,Hammer Film Productions|UK Film Council|Alliance Films|Film i VÃ¤st|Talisman Productions,2/1/12,6.1,2012
1.046157,39000000,81491068,Frankenweenie,Tim Burton,shyness|stop motion animation|retro|animal death|animal lover,87,Animation|Comedy|Family,Walt Disney Pictures|Tim Burton Animation Company|Tim Burton Productions,10/4/12,6.5,2012
1.020104,70000000,58058367,That's My Boy,Sean Anders,deadbeat dad|cheating fiancÃ©e|teacher student sex|brother sister incest,116,Comedy,Columbia Pictures|Happy Madison Productions|Relativity Media,6/14/12,5.6,2012
1.01404,85000000,208076205,Safe House,Daniel Espinosa,cia|stabbed in the stomach|character says i love you|safe house|rogue agent,115,Action|Thriller|Crime|Mystery,Universal Pictures|Dentsu|Relativity Media|Bluegrass Films,2/9/12,6.2,2012
0.998625,45000000,47000000,Savages,Oliver Stone,widow|american abroad|eye gouging|dea agent|shot in the shoulder,131,Crime|Drama|Thriller,Ixtlan|Relativity Media|Onda Entertainment,7/6/12,6.2,2012
0.99352,35000000,0,Get the Gringo,Adrian Grunberg,mexico,95,Action|Thriller|Crime|Drama,Icon Productions|Airborne Productions,3/15/12,6.1,2012
0.988109,3730500,6294161,The Sweeney,Nick Love,british|based on tv series,112,Action|Drama|Crime,Vertigo Films|Exponential Films|Embargo Films,9/11/12,5.7,2012
0.984256,0,0,The First Time,Jon Kasdan,virgin|high school|party|first love|awkwardness,95,Drama|Comedy|Romance,Destination Films|Samuel Goldwyn Films,10/19/12,7.1,2012
0.974459,31000000,161772375,Flight,Robert Zemeckis,confession|f word|hangover|syringe|denial,138,Drama,Paramount Pictures|Parkes/MacDonald Productions|ImageMovers,11/2/12,6.4,2012
0.95865,42000000,46221189,Man on a Ledge,Asger Leth,rooftop|diamond heist|cheering crowd,102,Action|Thriller|Crime,Summit Entertainment|Di Bonaventura Picture,1/13/12,6.2,2012
0.958518,15000000,19422261,Seven Psychopaths,Martin McDonagh,suicide|alcohol|sex|screenwriter|underworld,110,Comedy|Crime|Thriller,Blueprint Pictures|CBS Films|British Film Institute (BFI)|Film4,9/7/12,6.6,2012
0.953111,40000000,24719215,Big Miracle,Ken Kwapis,whale|alaska|aftercreditsstinger|duringcreditsstinger|greenpeace,107,Adventure|Drama|Romance,Universal Pictures|Anonymous Content|Working Title Films,2/2/12,6.5,2012
0.948869,9000000,8303261,Bel Ami,Nick Ormerod|Declan Donnellan,adultery|journalist|based on novel|newspaper|unfaithfulness,102,Drama,Rai Cinema|Redwave Films|Protagonist Pictures,3/9/12,5.1,2012
0.913638,6000000,31081,Maniac,Franck Khalfoun,murder|gore|serial killer|one word title,89,Horror|Crime|Mystery|Thriller,La Petite Reine|Studio 37|Canal+|CinÃ©+,12/26/12,5.8,2012
0.903283,10000000,3428048,Disconnect,Henry Alex Rubin,technology|relationship problems|internet|cell phone,115,Drama|Thriller,Lionsgate|Liddell Entertainment|LD Entertainment|Wonderful Films PLC|Exclusive Media Group,9/11/12,6.7,2012
0.901943,16000000,12434778,People Like Us,Alex Kurtzman,duringcreditsstinger,114,Drama,DreamWorks SKG|Touchstone Pictures,6/29/12,6.6,2012
0.892471999999999,5000000,8493728,Piranha 3DD,John Gulager,sequel|breast|water park|piranha|duringcreditsstinger,83,Horror|Thriller|Comedy,Dimension Films|Mark Canton Productions|Intellectual Properties Worldwide,5/11/12,4.2,2012
0.885627,0,23570541,Hitchcock,Sacha Gervasi,biography|title spoken by character|hitchcockian|movie set|movie actress,98,Drama,Fox Searchlight Pictures|Ingenious Media|Dune Entertainment|Cold Spring Pictures|The Montecito Picture Company,11/22/12,6.2,2012
0.843148999999999,20000000,52302796,Silent Hill: Revelation 3D,Michael J. Bassett,another dimension|based on video game|mall|occult ritual|female lead,94,Thriller|Horror|Mystery,Davis-Films|Konami Corporation Ltd.,10/10/12,5.1,2012
0.836457,15000000,37930465,Killing Them Softly,Andrew Dominik,poker|gambling|robbery|based on novel|hitman,97,Crime|Thriller,Plan B Entertainment|1984 Private Defense Contractors|Annapurna Pictures|Inferno Entertainment|Chockstone Pictures,9/20/12,5.7,2012
0.828573,20000000,16863583,The Cold Light of Day,Mabrouk El Mechri,spying|government|kidnapping,93,Action|Thriller,Summit Entertainment|Intrepid Pictures|Film Rites|Galavis Film|Picture Machine,4/4/12,4.8,2012
0.824694,0,0,Biohazard: Damnation,Makoto Kamiya,dystopia|blood|zombies|based on video game|adult animation,100,Animation,Digital Frontier|Sony Pictures Entertainment|Capcom Company,9/25/12,6.2,2012
0.821987999999999,12000000,35485056,Arbitrage,Nicholas Jarecki,coverup|hedge fund,100,Drama|Thriller,Lionsgate|Artina Films|Lucky Monkey Pictures|Green Room Films|Treehouse Pictures,9/14/12,5.9,2012
0.819110999999999,20000000,1969193,The Iceman,Ariel Vromen,hitman|ice cream truck|contract killer,105,Thriller|Crime|Drama,Bleiberg Entertainment|Millennium Films,9/1/12,6.4,2012
0.802985,0,104907746,The Campaign,Jay Roach,politics|politician|election campaign|Â north carolinam|congressman,85,Comedy,Everyman Pictures|Gary Sanchez Productions|Warner Bros.|Location Gourmet,8/9/12,5.5,2012
0.800033,0,0,Now Is Good,Ol Parker,cancer|teenager|teenage drama|bucket list|based on young adult book,103,Drama|Romance,Goldcrest Pictures,5/25/12,7.4,2012
0.799589999999999,65000000,44806783,Red Dawn,Dan Bradley,brother brother relationship|invasion|remake|guerilla warfare|north korean,93,War|Action|Thriller|Science Fiction,Contrafilm|FilmDistrict,11/21/12,5.3,2012
0.79128,14000000,13551174,Red Lights,Rodrigo CortÃ©s,psychic|color in title|fake psychic,119,Thriller,First Generation Films|Antena 3 Films|TelevisiÃ³ de Catalunya TV3|Canal+ EspaÃ±a|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA),3/2/12,6.1,2012
0.784114,30000000,54819301,The Three Stooges,Bobby Farrelly|Peter Farrelly,duringcreditsstinger,92,Comedy,Wessler Entertainment,4/13/12,4.9,2012
0.777868999999999,30000000,114281051,Hope Springs,David Frankel,renewing wedding vows|marriage counselling,100,Drama|Comedy|Romance,Columbia Pictures|Mandate Pictures|Escape Artists|Management 360|Metro-Goldwyn-Mayer (MGM),8/7/12,5.6,2012
0.767413,15000000,15608545,The Man with the Iron Fists,RZA,blacksmith|brothel|femme fatale|stabbed to death|crushed to death,96,Action,Arcade Pictures|Iron Fists,11/2/12,5.1,2012
0.758614,0,6483963,Goon,Michael Dowse,sport|misfit|bouncer|team|minor leagues,92,Comedy,Don Carmody Productions|Caramel Films,1/6/12,6.3,2012
0.743538,0,89237,Byzantium,Neil Jordan,vampire|mother daughter relationship,118,Drama|Fantasy|Thriller,Irish Film Board|Lipsync Productions|Number 9 Films|Demarest Films|Parallel Film Productions,9/9/12,5.7,2012
0.736973,40000000,22044277,A Thousand Words,Brian Robbins,liar|literary agent,91,Drama|Comedy,Paramount Pictures|DreamWorks SKG|Saturn Films|Varsity Pictures,3/7/12,5.8,2012
0.728625,0,0,Blue Lagoon: The Awakening,Jake Newsome,stranded|marooned|teenager|deserted island|tropical island,85,Drama|Adventure|Romance,Storyline Entertainment|PeaceOut Productions|Sony Pictures Television|Silver Screen Pictures,6/16/12,6.1,2012
0.728259,30000000,0,Passion,Brian De Palma,dream|blackmail|talent|nudity|seduction,100,Thriller|Drama|Crime|Mystery,France 2 CinÃ©ma|Integral Film|Canal+|SBS Productions,9/7/12,4.9,2012
0.723256999999999,4000000,0,The Baytown Outlaws,Barry Battles,painted face|face paint|pantyless,98,Action|Comedy|Crime,State Street Pictures|Lleju Productions,8/27/12,5.5,2012
0.7202,0,0,Trouble with the Curve,Robert Lorenz,women|baseball|pitcher|home run|aging,111,Drama|Romance,Malpaso Productions|Warner Bros.,9/21/12,6.7,2012
0.714232,17000000,73244881,To Rome with Love,Woody Allen,rome|expatriate|episodic,111,Romance|Comedy,Gravier Productions|Medusa Film|Mediapro|Perdido Productions,4/20/12,5.5,2012
0.70817,0,18112929,Chernobyl Diaries,Bradley Parker,radiation|ukraine|nuclear radiation|tourist|nuclear power plant,88,Horror|Thriller,Alcon Entertainment|FilmNation Entertainment|Oren Peli / Brian Witten Pictures,5/24/12,4.8,2012
0.704291,2500000,3003,About Cherry,Stephen Elliott,pornography,102,Drama,Gordon Bijelonic / Datari Turner Films|Enderby Entertainment,2/14/12,4.4,2012
0.701851,0,1065881,Thanks for Sharing,Stuart Blumberg,sex therapy|sex addiction|romantic comedy|therapy,112,Comedy|Drama,Olympus Pictures|Class 5 Films,9/7/12,5.6,2012
0.69948,6900000,0,House at the End of the Street,Mark Tonderai,mother daughter relationship|cross dressing|tied feet|son murders mother|son killing father,101,Horror|Thriller,A Bigger Boat|Relativity Media|FilmNation Entertainment,9/21/12,5.6,2012
0.686877,45000000,30353232,Alex Cross,Rob Cohen,ex military,101,Action|Thriller|Crime|Mystery,Summit Entertainment,10/18/12,5.2,2012
0.672243,40000000,36893721,One for the Money,Julie Anne Robinson,bounty hunter|based on novel|framed|money in title|bail jumper,91,Action|Comedy|Thriller|Crime|Romance,Lakeshore Entertainment|Sidney Kimmel Entertainment,1/26/12,5.2,2012
0.668285,11000000,59520298,Quartet,Dustin Hoffman,musician|concert|retired,98,Drama|Comedy|Romance,Headline Pictures,9/8/12,6.2,2012
0.665792,26350000,1576687,Lay the Favorite,Stephen Frears,female nudity|gambling|money|las vegas nevada|topless sunbathing,94,Drama|Comedy,Likely Story|Random Films|Focus Features,6/22/12,4.9,2012
0.663515,0,51854875,The Odd Life of Timothy Green,Peter Hedges,green|dodgeball|incredibile|timothy,105,Fantasy|Drama|Comedy|Family,Walt Disney Pictures,8/15/12,6.5,2012
0.657376,0,9128263,Ruby Sparks,Jonathan Dayton|Valerie Faris,dream|imaginary friend|therapy|novelist|woman director,104,Comedy|Romance|Fantasy|Drama,Fox Searchlight Pictures,7/25/12,6.9,2012
0.651197999999999,0,0,Black Rock,Katie Aselton,friends|remote island|woman director,83,Thriller|Horror,Submarine Entertainment Distributors|LD Entertainment,1/21/12,4.8,2012
0.646413,60000000,107139399,ParaNorman,Sam Fell|Chris Butler,medium|stop motion animation|curse|jock|ghost,90,Family|Animation|Adventure|Comedy,Focus Features|Laika Entertainment,8/3/12,6.6,2012
0.63948,22000000,77112176,Diary of a Wimpy Kid: Dog Days,David Bowers,best friend|sweet sixteen|duringcreditsstinger,94,Comedy|Family,Fox 2000 Pictures,8/2/12,5.9,2012
0.634526,19500000,0,Hemingway & Gellhorn,Philip Kaufman,sex|journalist|europe|infidelity|nudity,155,Drama|Romance,Home Box Office (HBO)|Attaboy Films|For Whom Productions,8/27/12,6.2,2012
0.628612,12000000,9622846,For Greater Glory - The True Story of Cristiada,Dean Wright,duringcreditsstinger,145,Drama,Dos Corazones,6/1/12,6.8,2012
0.627024,58000000,50365377,Red Tails,Anthony Hemingway,world war ii|fighter pilot|fighter plane,125,Drama|Action|Adventure|History|War,Twentieth Century Fox Film Corporation|Lucasfilm Ltd.|Partnership Pictures,1/19/12,6.1,2012
0.622156,0,0,Would You Rather,David Guy Levy,suicide|sadistic|drowning|countdown|brother,93,Thriller|Horror,"Periscope Entertainment|Social Construct|Dreamher Productions|Lambrick Foundation, The",10/14/12,5.7,2012
0.615971,14000000,11417362,Fun Size,Josh Schwartz,halloween|friends|trick or treating|boyfriend girlfriend relationship,87,Comedy,Paramount Pictures|Nickelodeon Movies|Anonymous Content|Fake Empire,10/25/12,5.4,2012
0.615335,35000000,0,Playing for Keeps,Gabriele Muccino,field|athlete|soccer|parent|penalty kick,106,Comedy|Romance,Evil Twins|Eclectic pictures|Millennium Films,11/29/12,5.4,2012
0.612153,1500000,1165882,The Lords of Salem,Rob Zombie,witch|coven|salem massachusetts|satanic,101,Horror|Thriller,Alliance Films|Blumhouse Productions|Automatik Entertainment,9/10/12,4.7,2012
0.608099,0,0,The Dinosaur Project,Sid Bennett,jungle|dinosaur|found footage,83,TV Movie|Adventure,Moonlighting Films,8/9/12,4.5,2012
0.607856,35000000,31083599,Premium Rush,David Koepp,new york|dirty cop|bicycle courier|duringcreditsstinger|race against the clock,91,Crime|Action|Thriller,Pariah Entertainment Group,8/24/12,6.1,2012
0.604625,3000000,11947954,Bachelorette,Leslye Headland,female friendship|wedding|woman director|bachelorette party,87,Comedy|Romance,Gary Sanchez Productions|BCDF Pictures,8/6/12,5.3,2012
0.602578,0,0,Room on the Broom,Max Lang|Jan Lachauer,witch|cat|broom|magic broomstick|dragon,25,Family|Animation,Magic Light Pictures,12/25/12,6.3,2012
0.595210999999999,40000000,41863726,The Guilt Trip,Anne Fletcher,inventor|road trip|woman director,95,Comedy,Paramount Pictures|Skydance Productions,12/19/12,5.3,2012
0.591005,1000000,9138338,The Sessions,Ben Lewin,cat|virgin|wheelchair|graduation|sexual arousal,98,Drama|Romance|Comedy,Rhino Films|Such Much Films,5/2/12,6.3,2012
0.58808,10000000,9636289,Seeking a Friend for the End of the World,Lorene Scafaria,asteroid|road trip|end of the world|woman director,101,Drama|Comedy|Romance|Science Fiction,Mandate Pictures|Indian Paintbrush|Anonymous Content|Focus Features,6/22/12,6.2,2012
0.587352,0,0,Tangled Ever After,Nathan Greno|Byron Howard,horse|rapunzel|wedding ring|comedy|wedding,6,Animation|Comedy|Action|Family,Walt Disney Animation Studios,1/13/12,7.2,2012
